District,Year,Season,Area,Production,Yield_MTha,Is_Interpolated,Yield_Q_Acre,Q1_Threshold,Failure_Anomaly
Cuttack,2015,Rabi,1000.0,2000.0,2.0,False,8.093889113719142,9.105625252934036,1
Cuttack,2016,Rabi,1500.0,5120.0,3.4133333333333336,False,13.813570754080668,9.105625252934036,0
Cuttack,2017,Rabi,350.0,990.0,2.8285714285714287,False,11.447071746545644,9.105625252934036,0
Cuttack,2018,Rabi,780.0,2190.0,2.8076923076923075,False,11.36257510195187,9.105625252934036,0
Cuttack,2019,Rabi,2050.0,8600.0,4.195121951219512,False,16.97742594584991,9.105625252934036,0
Cuttack,2020,Rabi,3440.0,13080.0,3.802325581395349,True,15.387800815035812,9.105625252934036,0
Cuttack,2021,Rabi,4830.0,17560.0,3.6356107660455486,True,14.713115200508087,9.105625252934036,0
Cuttack,2022,Rabi,6220.0,22040.0,3.5434083601286175,True,14.339977175753207,9.105625252934036,0
Cuttack,2023,Rabi,7610.0,26520.0,3.484888304862024,True,14.103149756624944,9.105625252934036,0
Cuttack,2024,Rabi,9000.0,31000.0,3.4444444444444446,False,13.939475695849632,9.105625252934036,0
Cuttack,2025,Rabi,9000.0,31000.0,3.4444444444444446,True,13.939475695849632,9.105625252934036,0
Deogarh,2006,Kharif,50000.0,62000.0,1.24,False,5.0182112505058685,5.233727107462437,1
Deogarh,2007,Kharif,42000.0,55000.0,1.3095238095238095,False,5.2995702530303905,5.233727107462437,0
Deogarh,2008,Kharif,45000.0,56000.0,1.2444444444444445,False,5.036197670758577,5.233727107462437,1
Deogarh,2009,Kharif,43000.0,47000.0,1.0930232558139534,False,4.4234045156372055,5.233727107462437,1
Deogarh,2010,Kharif,42000.0,30000.0,0.7142857142857143,False,2.890674683471122,5.233727107462437,1
Deogarh,2011,Kharif,38000.0,61000.0,1.605263157894737,False,6.496410999169312,5.233727107462437,0
Deogarh,2012,Kharif,43000.0,111000.0,2.5813953488372094,False,10.446763856079357,5.233727107462437,0
Deogarh,2013,Kharif,50000.0,120000.0,2.4,False,9.71266693646297,5.233727107462437,0
Deogarh,2014,Kharif,49000.0,148000.0,3.020408163265306,False,12.223424375820743,5.233727107462437,0
Deogarh,2015,Kharif,47000.0,47000.0,1.0,False,4.046944556859571,5.233727107462437,1
Deogarh,2016,Kharif,41750.0,64870.0,1.5537724550898204,False,6.2880309797240805,5.233727107462437,0
Deogarh,2017,Kharif,46810.0,85780.0,1.8325144199957275,False,7.416084257368383,5.233727107462437,0
Deogarh,2018,Kharif,55570.0,94770.0,1.7054165916861617,False,6.901726392902313,5.233727107462437,0
Deogarh,2019,Kharif,48930.0,89420.0,1.8275086858777847,False,7.395826328926688,5.233727107462437,0
Deogarh,2020,Kharif,45544.0,85736.0,1.8824872650623572,True,7.618321590701567,5.233727107462437,0
Deogarh,2021,Kharif,42158.0,82052.0,1.9462972626784951,True,7.876557113227418,5.233727107462437,0
Deogarh,2022,Kharif,38772.0,78368.0,2.0212524502218097,True,8.179896601464222,5.233727107462437,0
Deogarh,2023,Kharif,35386.0,74684.0,2.1105521957836433,True,8.541287720694632,5.233727107462437,0
Deogarh,2024,Kharif,32000.0,71000.0,2.21875,False,8.979158235532173,5.233727107462437,0
Deogarh,2025,Kharif,32000.0,71000.0,2.21875,True,8.979158235532173,5.233727107462437,0
Deogarh,2006,Rabi,3000.0,5000.0,1.6666666666666667,False,6.744907594765952,0.43318360544395257,0
Deogarh,2007,Rabi,2000.0,4000.0,2.0,False,8.093889113719142,0.43318360544395257,0
Deogarh,2008,Rabi,23800.0,4600.0,0.19327731092436976,True,0.782182561409833,0.43318360544395257,0
Deogarh,2009,Rabi,45600.0,5200.0,0.11403508771929824,True,0.46149367753661774,0.43318360544395257,0
Deogarh,2010,Rabi,67400.0,5800.0,0.08605341246290801,True,0.3482533891659571,0.43318360544395257,1
Deogarh,2011,Rabi,89200.0,6400.0,0.07174887892376682,True,0.29036373502131446,0.43318360544395257,1
Deogarh,2012,Rabi,111000.0,7000.0,0.06306306306306306,False,0.2552127198019549,0.43318360544395257,1
Deogarh,2013,Rabi,2000.0,5000.0,2.5,False,10.117361392148927,0.43318360544395257,0
Deogarh,2014,Rabi,1336.6666666666665,3336.666666666667,2.496259351620948,True,10.102223195552197,0.43318360544395257,0
Deogarh,2015,Rabi,673.3333333333333,1673.3333333333335,2.4851485148514856,True,10.057258255165864,0.43318360544395257,0
Deogarh,2016,Rabi,10.0,10.0,1.0,False,4.046944556859571,0.43318360544395257,0
Deogarh,2017,Rabi,8.75,8.75,1.0,True,4.046944556859571,0.43318360544395257,0
Deogarh,2018,Rabi,7.5,7.5,1.0,True,4.046944556859571,0.43318360544395257,0
Deogarh,2019,Rabi,6.25,6.25,1.0,True,4.046944556859571,0.43318360544395257,0
Deogarh,2020,Rabi,5.0,5.0,1.0,True,4.046944556859571,0.43318360544395257,0
Deogarh,2021,Rabi,3.75,3.75,1.0,True,4.046944556859571,0.43318360544395257,0
Deogarh,2022,Rabi,2.5,2.5,1.0,True,4.046944556859571,0.43318360544395257,0
Deogarh,2023,Rabi,1.25,1.25,1.0,True,4.046944556859571,0.43318360544395257,0
Deogarh,2024,Rabi,0.0,0.0,0.0,False,0.0,0.43318360544395257,1
Deogarh,2025,Rabi,0.0,0.0,0.0,True,0.0,0.43318360544395257,1
Dhenkanal,2006,Kharif,112000.0,159000.0,1.4196428571428572,False,5.745215933398856,6.550831078138542,1
Dhenkanal,2007,Kharif,115000.0,216000.0,1.8782608695652174,False,7.601217602449282,6.550831078138542,0
Dhenkanal,2008,Kharif,110000.0,179000.0,1.6272727272727272,False,6.585482506162393,6.550831078138542,0
Dhenkanal,2009,Kharif,109000.0,167000.0,1.5321100917431192,False,6.200364596289434,6.550831078138542,1
Dhenkanal,2010,Kharif,92000.0,126000.0,1.3695652173913044,False,5.542554501785935,6.550831078138542,1
Dhenkanal,2011,Kharif,92000.0,190000.0,2.0652173913043477,False,8.357820280470852,6.550831078138542,0
Dhenkanal,2012,Kharif,83000.0,225000.0,2.710843373493976,False,10.970632834860282,6.550831078138542,0
Dhenkanal,2013,Kharif,92000.0,244000.0,2.652173913043478,False,10.733200781236253,6.550831078138542,0
Dhenkanal,2014,Kharif,98000.0,324000.0,3.306122448979592,False,13.379694249209194,6.550831078138542,0
Dhenkanal,2015,Kharif,86000.0,137000.0,1.5930232558139534,False,6.44687679406699,6.550831078138542,1
Dhenkanal,2016,Kharif,75240.0,214960.0,2.85699096225412,False,11.562084023691298,6.550831078138542,0
Dhenkanal,2017,Kharif,62490.0,86410.0,1.3827812449991999,False,5.596039032777012,6.550831078138542,1
Dhenkanal,2018,Kharif,88910.0,279110.0,3.139241930041615,False,12.704338041447247,6.550831078138542,0
Dhenkanal,2019,Kharif,80560.0,222210.0,2.7583167825223436,False,11.162755089123202,6.550831078138542,0
Dhenkanal,2020,Kharif,82448.0,234168.0,2.840190180477392,True,11.494092191328985,6.550831078138542,0
Dhenkanal,2021,Kharif,84336.0,246126.0,2.9183978372225385,True,11.810594242098496,6.550831078138542,0
Dhenkanal,2022,Kharif,86224.0,258084.0,2.993180552978289,True,12.113235746573407,6.550831078138542,0
Dhenkanal,2023,Kharif,88112.0,270042.0,3.0647584891955693,True,12.402907685939171,6.550831078138542,0
Dhenkanal,2024,Kharif,90000.0,282000.0,3.1333333333333333,False,12.680426278159988,6.550831078138542,0
Dhenkanal,2025,Kharif,90000.0,282000.0,3.1333333333333333,True,12.680426278159988,6.550831078138542,0
Dhenkanal,2006,Rabi,2000.0,3000.0,1.5,False,6.070416835289357,8.093889113719142,1
Dhenkanal,2007,Rabi,2000.0,5000.0,2.5,False,10.117361392148927,8.093889113719142,0
Dhenkanal,2008,Rabi,2000.0,4000.0,2.0,False,8.093889113719142,8.093889113719142,0
Dhenkanal,2009,Rabi,1000.0,2000.0,2.0,False,8.093889113719142,8.093889113719142,0
Dhenkanal,2010,Rabi,1000.0,2500.0,2.5,True,10.117361392148927,8.093889113719142,0
Dhenkanal,2011,Rabi,1000.0,3000.0,3.0,False,12.140833670578713,8.093889113719142,0
Dhenkanal,2012,Rabi,225000.0,2000.0,0.008888888888888889,False,0.03597284050541841,8.093889113719142,1
Dhenkanal,2013,Rabi,1000.0,4000.0,4.0,False,16.187778227438283,8.093889113719142,0
Dhenkanal,2014,Rabi,710.0,2780.0,3.915492957746479,True,15.845782912774096,8.093889113719142,0
Dhenkanal,2015,Rabi,420.0,1560.0,3.7142857142857144,True,15.031508354049835,8.093889113719142,0
Dhenkanal,2016,Rabi,130.0,340.0,2.6153846153846154,False,10.584316533325032,8.093889113719142,0
Dhenkanal,2017,Rabi,150.0,390.0,2.6,False,10.522055847834885,8.093889113719142,0
Dhenkanal,2018,Rabi,1030.0,2280.0,2.2135922330097086,False,8.958285038485265,8.093889113719142,0
Dhenkanal,2019,Rabi,410.0,970.0,2.3658536585365852,False,9.574478585740936,8.093889113719142,0
Dhenkanal,2020,Rabi,328.0,976.0,2.975609756097561,True,12.04212770577726,8.093889113719142,0
Dhenkanal,2021,Rabi,246.0,982.0,3.991869918699187,True,16.15487623917113,8.093889113719142,0
Dhenkanal,2022,Rabi,164.0,988.0,6.024390243902439,True,24.380373305958877,8.093889113719142,0
Dhenkanal,2023,Rabi,82.0,994.0,12.121951219512194,True,49.056864506322114,8.093889113719142,0
Dhenkanal,2024,Rabi,0.0,1000.0,0.0,False,0.0,8.093889113719142,1
Dhenkanal,2025,Rabi,0.0,1000.0,0.0,True,0.0,8.093889113719142,1
Gajapati,2006,Kharif,38000.0,67000.0,1.763157894736842,False,7.135402244989243,5.623311218212068,0
Gajapati,2007,Kharif,39000.0,73000.0,1.8717948717948718,False,7.575050067967915,5.623311218212068,0
Gajapati,2008,Kharif,36000.0,43000.0,1.1944444444444444,False,4.833850442915598,5.623311218212068,1
Gajapati,2009,Kharif,33000.0,48000.0,1.4545454545454546,False,5.886464809977558,5.623311218212068,0
Gajapati,2010,Kharif,38000.0,74000.0,1.9473684210526316,False,7.880892031779164,5.623311218212068,0
Gajapati,2011,Kharif,36000.0,37000.0,1.0277777777777777,False,4.159359683439003,5.623311218212068,1
Gajapati,2012,Kharif,32000.0,67000.0,2.09375,False,8.473290165924727,5.623311218212068,0
Gajapati,2013,Kharif,37000.0,33000.0,0.8918918918918919,False,3.609437037199077,5.623311218212068,1
Gajapati,2014,Kharif,37000.0,55000.0,1.4864864864864864,False,6.015728395331794,5.623311218212068,0
Gajapati,2015,Kharif,36000.0,35000.0,0.9722222222222222,False,3.934529430280138,5.623311218212068,1
Gajapati,2016,Kharif,41660.0,103650.0,2.4879980796927508,False,10.068790286089643,5.623311218212068,0
Gajapati,2017,Kharif,37490.0,78190.0,2.0856228327554014,False,8.440399970681511,5.623311218212068,0
Gajapati,2018,Kharif,40450.0,47330.0,1.1700865265760199,False,4.735275299781545,5.623311218212068,1
Gajapati,2019,Kharif,30800.0,77700.0,2.522727272727273,False,10.209337404804828,5.623311218212068,0
Gajapati,2020,Kharif,31240.0,74560.0,2.386683738796415,True,9.6587767656674,5.623311218212068,0
Gajapati,2021,Kharif,31680.0,71420.0,2.254419191919192,True,9.123509477617127,5.623311218212068,0
Gajapati,2022,Kharif,32120.0,68280.0,2.1257783312577834,True,8.602907046773709,5.623311218212068,0
Gajapati,2023,Kharif,32560.0,65140.0,2.000614250614251,True,8.096374951899032,5.623311218212068,0
Gajapati,2024,Kharif,33000.0,62000.0,1.878787878787879,False,7.603350379554346,5.623311218212068,0
Gajapati,2025,Kharif,33000.0,62000.0,1.878787878787879,True,7.603350379554346,5.623311218212068,0
Gajapati,2006,Rabi,1000.0,1000.0,1.0,False,4.046944556859571,3.106457441533051,0
Gajapati,2007,Rabi,1000.0,1000.0,1.0,False,4.046944556859571,3.106457441533051,0
Gajapati,2008,Rabi,14200.0,1000.0,0.07042253521126761,True,0.2849960955534909,3.106457441533051,1
Gajapati,2009,Rabi,27400.0,1000.0,0.0364963503649635,True,0.14769870645472885,3.106457441533051,1
Gajapati,2010,Rabi,40600.0,1000.0,0.024630541871921183,True,0.09967843736107318,3.106457441533051,1
Gajapati,2011,Rabi,53800.0,1000.0,0.01858736059479554,True,0.0752220177854939,3.106457441533051,1
Gajapati,2012,Rabi,67000.0,1000.0,0.014925373134328358,False,0.06040215756506822,3.106457441533051,1
Gajapati,2013,Rabi,1000.0,1000.0,1.0,False,4.046944556859571,3.106457441533051,0
Gajapati,2014,Rabi,1000.0,1000.0,1.0,True,4.046944556859571,3.106457441533051,0
Gajapati,2015,Rabi,1000.0,1000.0,1.0,False,4.046944556859571,3.106457441533051,0
Gajapati,2016,Rabi,570.0,1270.0,2.2280701754385963,False,9.016876468792375,3.106457441533051,0
Gajapati,2017,Rabi,880.0,1960.0,2.227272727272727,False,9.013649240278134,3.106457441533051,0
Gajapati,2018,Rabi,410.0,690.0,1.6829268292682926,False,6.810711571300253,3.106457441533051,0
Gajapati,2019,Rabi,240.0,420.0,1.75,False,7.082152974504249,3.106457441533051,0
Gajapati,2020,Rabi,592.0,936.0,1.5810810810810811,True,6.398547475034727,3.106457441533051,0
Gajapati,2021,Rabi,944.0,1452.0,1.5381355932203389,True,6.224749466695018,3.106457441533051,0
Gajapati,2022,Rabi,1296.0,1968.0,1.5185185185185186,True,6.145360253008978,3.106457441533051,0
Gajapati,2023,Rabi,1648.0,2484.0,1.5072815533980584,True,6.099884878179111,3.106457441533051,0
Gajapati,2024,Rabi,2000.0,3000.0,1.5,False,6.070416835289357,3.106457441533051,0
Gajapati,2025,Rabi,2000.0,3000.0,1.5,True,6.070416835289357,3.106457441533051,0
Ganjam,2006,Kharif,274000.0,571000.0,2.0839416058394162,False,8.43359613856502,7.028676776936528,0
Ganjam,2007,Kharif,272000.0,611000.0,2.2463235294117645,False,9.09074678029852,7.028676776936528,0
Ganjam,2008,Kharif,276000.0,467000.0,1.6920289855072463,False,6.8475474929471725,7.028676776936528,1
Ganjam,2009,Kharif,277000.0,560000.0,2.0216606498194944,False,8.181548562604187,7.028676776936528,0
Ganjam,2010,Kharif,272000.0,430000.0,1.5808823529411764,False,6.397743233270645,7.028676776936528,1
Ganjam,2011,Kharif,262000.0,153000.0,0.583969465648855,False,2.363292050379826,7.028676776936528,1
Ganjam,2012,Kharif,256000.0,458000.0,1.7890625,False,7.240236746256576,7.028676776936528,0
Ganjam,2013,Kharif,251000.0,91000.0,0.36254980079681276,False,1.4672189429251832,7.028676776936528,1
Ganjam,2014,Kharif,264000.0,715000.0,2.7083333333333335,False,10.960474841494673,7.028676776936528,0
Ganjam,2015,Kharif,242000.0,465000.0,1.921487603305785,False,7.77615379727149,7.028676776936528,0
Ganjam,2016,Kharif,243620.0,694660.0,2.851407930383384,False,11.539489803251252,7.028676776936528,0
Ganjam,2017,Kharif,204830.0,322600.0,1.5749646047942196,False,6.3737944346184525,7.028676776936528,1
Ganjam,2018,Kharif,249260.0,436630.0,1.7517050469389392,False,7.08905320493298,7.028676776936528,0
Ganjam,2019,Kharif,281440.0,726160.0,2.5801591813530416,False,10.441761154807937,7.028676776936528,0
Ganjam,2020,Kharif,277552.0,701928.0,2.5289963682481122,True,10.234708086799321,7.028676776936528,0
Ganjam,2021,Kharif,273664.0,677696.0,2.476379794200187,True,10.021771728855471,7.028676776936528,0
Ganjam,2022,Kharif,269776.0,653464.0,2.422246604590475,True,9.802697711819,7.028676776936528,0
Ganjam,2023,Kharif,265888.0,629232.0,2.36653026838368,True,9.577216788278754,7.028676776936528,0
Ganjam,2024,Kharif,262000.0,605000.0,2.3091603053435112,False,9.345043728626107,7.028676776936528,0
Ganjam,2025,Kharif,262000.0,605000.0,2.3091603053435112,True,9.345043728626107,7.028676776936528,0
Ganjam,2006,Rabi,1000.0,1000.0,1.0,True,4.046944556859571,4.046944556859571,0
Ganjam,2007,Rabi,1000.0,1000.0,1.0,False,4.046944556859571,4.046944556859571,0
Ganjam,2008,Rabi,1000.0,2000.0,2.0,True,8.093889113719142,4.046944556859571,0
Ganjam,2009,Rabi,1000.0,3000.0,3.0,False,12.140833670578713,4.046944556859571,0
Ganjam,2010,Rabi,2000.0,2000.0,1.0,False,4.046944556859571,4.046944556859571,0
Ganjam,2011,Rabi,230000.0,1000.0,0.004347826086956522,True,0.017595411116780743,4.046944556859571,1
Ganjam,2012,Rabi,458000.0,0.0,0.0,False,0.0,4.046944556859571,1
Ganjam,2013,Rabi,1000.0,1000.0,1.0,False,4.046944556859571,4.046944556859571,0
Ganjam,2014,Rabi,1000.0,2000.0,2.0,False,8.093889113719142,4.046944556859571,0
Ganjam,2015,Rabi,535.0,1085.0,2.02803738317757,True,8.207354848958193,4.046944556859571,0
Ganjam,2016,Rabi,70.0,170.0,2.4285714285714284,False,9.828293923801814,4.046944556859571,0
Ganjam,2017,Rabi,40.0,90.0,2.25,False,9.105625252934034,4.046944556859571,0
Ganjam,2018,Rabi,30.0,50.0,1.6666666666666667,False,6.744907594765952,4.046944556859571,0
Ganjam,2019,Rabi,30.0,80.0,2.6666666666666665,False,10.791852151625521,4.046944556859571,0
Ganjam,2020,Rabi,224.0,464.0,2.0714285714285716,True,8.382956582066255,4.046944556859571,0
Ganjam,2021,Rabi,418.0,848.0,2.028708133971292,True,8.210069340231858,4.046944556859571,0
Ganjam,2022,Rabi,612.0,1232.0,2.0130718954248366,True,8.146790349756522,4.046944556859571,0
Ganjam,2023,Rabi,806.0,1616.0,2.0049627791563274,True,8.113973205812737,4.046944556859571,0
Ganjam,2024,Rabi,1000.0,2000.0,2.0,False,8.093889113719142,4.046944556859571,0
Ganjam,2025,Rabi,1000.0,2000.0,2.0,True,8.093889113719142,4.046944556859571,0
Jagatsinghpur,2006,Kharif,91000.0,133000.0,1.4615384615384615,False,5.914765121563988,7.999389369008661,1
Jagatsinghpur,2007,Kharif,87000.0,151000.0,1.735632183908046,False,7.024007219376956,7.999389369008661,1
Jagatsinghpur,2008,Kharif,88000.0,171000.0,1.9431818181818181,False,7.863949082079393,7.999389369008661,1
Jagatsinghpur,2009,Kharif,82000.0,163000.0,1.9878048780487805,False,8.044536131318416,7.999389369008661,0
Jagatsinghpur,2010,Kharif,87000.0,135000.0,1.5517241379310345,False,6.27974155374761,7.999389369008661,1
Jagatsinghpur,2011,Kharif,81000.0,195000.0,2.4074074074074074,False,9.74264430355082,7.999389369008661,0
Jagatsinghpur,2012,Kharif,72000.0,210000.0,2.9166666666666665,False,11.803588290840414,7.999389369008661,0
Jagatsinghpur,2013,Kharif,80000.0,160000.0,2.0,False,8.093889113719142,7.999389369008661,0
Jagatsinghpur,2014,Kharif,84000.0,181000.0,2.1547619047619047,False,8.720201961804552,7.999389369008661,0
Jagatsinghpur,2015,Kharif,80000.0,204000.0,2.55,False,10.319708619991905,7.999389369008661,0
Jagatsinghpur,2016,Kharif,87730.0,261580.0,2.981648238914852,False,12.066565110946387,7.999389369008661,0
Jagatsinghpur,2017,Kharif,78080.0,150480.0,1.9272540983606556,False,7.799490483045956,7.999389369008661,1
Jagatsinghpur,2018,Kharif,79400.0,172280.0,2.169773299748111,False,8.780952245034849,7.999389369008661,0
Jagatsinghpur,2019,Kharif,80740.0,170410.0,2.1106019321278175,False,8.541489000921965,7.999389369008661,0
Jagatsinghpur,2020,Kharif,80392.0,172328.0,2.14359637774903,True,8.67501569303533,7.999389369008661,0
Jagatsinghpur,2021,Kharif,80044.0,174246.0,2.1768777172555094,True,8.809703428796071,7.999389369008661,0
Jagatsinghpur,2022,Kharif,79696.0,176164.0,2.210449708893796,True,8.945567417619571,7.999389369008661,0
Jagatsinghpur,2023,Kharif,79348.0,178082.0,2.2443161768412563,True,9.082623135739604,7.999389369008661,0
Jagatsinghpur,2024,Kharif,79000.0,180000.0,2.278481012658228,False,9.2208863320851,7.999389369008661,0
Jagatsinghpur,2025,Kharif,79000.0,180000.0,2.278481012658228,True,9.2208863320851,7.999389369008661,0
Jagatsinghpur,2006,Rabi,2000.0,4000.0,2.0,False,8.093889113719142,7.7589224189790755,0
Jagatsinghpur,2007,Rabi,2000.0,3000.0,1.5,False,6.070416835289357,7.7589224189790755,1
Jagatsinghpur,2008,Rabi,3000.0,6000.0,2.0,False,8.093889113719142,7.7589224189790755,0
Jagatsinghpur,2009,Rabi,1000.0,2000.0,2.0,False,8.093889113719142,7.7589224189790755,0
Jagatsinghpur,2010,Rabi,1000.0,2000.0,2.0,False,8.093889113719142,7.7589224189790755,0
Jagatsinghpur,2011,Rabi,105500.0,2000.0,0.018957345971563982,True,0.07671932809212458,7.7589224189790755,1
Jagatsinghpur,2012,Rabi,210000.0,2000.0,0.009523809523809525,False,0.0385423291129483,7.7589224189790755,1
Jagatsinghpur,2013,Rabi,1000.0,2000.0,2.0,False,8.093889113719142,7.7589224189790755,0
Jagatsinghpur,2014,Rabi,1000.0,4000.0,4.0,False,16.187778227438283,7.7589224189790755,0
Jagatsinghpur,2015,Rabi,570.0,2195.0,3.8508771929824563,True,15.584286495275014,7.7589224189790755,0
Jagatsinghpur,2016,Rabi,140.0,390.0,2.7857142857142856,False,11.273631265537375,7.7589224189790755,0
Jagatsinghpur,2017,Rabi,900.0,2610.0,2.9,False,11.736139214892756,7.7589224189790755,0
Jagatsinghpur,2018,Rabi,290.0,410.0,1.4137931034482758,False,5.7215423045256,7.7589224189790755,1
Jagatsinghpur,2019,Rabi,1480.0,2470.0,1.6689189189189189,False,6.754022334758878,7.7589224189790755,1
Jagatsinghpur,2020,Rabi,1384.0,2776.0,2.005780346820809,True,8.117281856822377,7.7589224189790755,0
Jagatsinghpur,2021,Rabi,1288.0,3082.0,2.392857142857143,True,9.683760189628257,7.7589224189790755,0
Jagatsinghpur,2022,Rabi,1192.0,3388.0,2.8422818791946307,True,11.502557180067303,7.7589224189790755,0
Jagatsinghpur,2023,Rabi,1096.0,3694.0,3.3704379562043796,True,13.639975541094211,7.7589224189790755,0
Jagatsinghpur,2024,Rabi,1000.0,4000.0,4.0,False,16.187778227438283,7.7589224189790755,0
Jagatsinghpur,2025,Rabi,1000.0,4000.0,4.0,True,16.187778227438283,7.7589224189790755,0
Jajpur,2006,Kharif,131000.0,175000.0,1.3358778625954197,False,5.406223644659732,5.5352720878804895,1
Jajpur,2007,Kharif,130000.0,194000.0,1.4923076923076923,False,6.039286492544282,5.5352720878804895,0
Jajpur,2008,Kharif,136000.0,202000.0,1.4852941176470589,False,6.010902944747304,5.5352720878804895,0
Jajpur,2009,Kharif,142000.0,254000.0,1.7887323943661972,False,7.238900827058669,5.5352720878804895,0
Jajpur,2010,Kharif,124000.0,170000.0,1.3709677419354838,False,5.548230440855863,5.5352720878804895,0
Jajpur,2011,Kharif,120000.0,130000.0,1.0833333333333333,False,4.384189936597868,5.5352720878804895,1
Jajpur,2012,Kharif,122000.0,213000.0,1.7459016393442623,False,7.0655671361564645,5.5352720878804895,0
Jajpur,2013,Kharif,124000.0,128000.0,1.032258064516129,False,4.177491155467944,5.5352720878804895,1
Jajpur,2014,Kharif,127000.0,234000.0,1.8425196850393701,False,7.45657501027669,5.5352720878804895,0
Jajpur,2015,Kharif,109000.0,134000.0,1.2293577981651376,False,4.975142849717271,5.5352720878804895,1
Jajpur,2016,Kharif,104130.0,268210.0,2.57572265437434,False,10.423806776100122,5.5352720878804895,0
Jajpur,2017,Kharif,106070.0,144060.0,1.3581597058546242,False,5.496397028954367,5.5352720878804895,1
Jajpur,2018,Kharif,116450.0,203450.0,1.7471017604121941,False,7.0704239595799026,5.5352720878804895,0
Jajpur,2019,Kharif,133240.0,234540.0,1.7602821975382767,False,7.123764457864333,5.5352720878804895,0
Jajpur,2020,Kharif,127792.0,231032.0,1.807875297358207,True,7.316371094124674,5.5352720878804895,0
Jajpur,2021,Kharif,122344.0,227524.0,1.8597070555155955,True,7.526131345672179,5.5352720878804895,0
Jajpur,2022,Kharif,116896.0,224016.0,1.916370106761566,True,7.755443572487113,5.5352720878804895,0
Jajpur,2023,Kharif,111448.0,220508.0,1.9785729667647691,True,8.007175098198175,5.5352720878804895,0
Jajpur,2024,Kharif,106000.0,217000.0,2.047169811320755,False,8.284782724891764,5.5352720878804895,0
Jajpur,2025,Kharif,106000.0,217000.0,2.047169811320755,True,8.284782724891764,5.5352720878804895,0
Jajpur,2006,Rabi,2000.0,3000.0,1.5,False,6.070416835289357,7.238512196019277,1
Jajpur,2007,Rabi,4000.0,10000.0,2.5,False,10.117361392148927,7.238512196019277,0
Jajpur,2008,Rabi,3000.0,7000.0,2.3333333333333335,False,9.442870632672333,7.238512196019277,0
Jajpur,2009,Rabi,1000.0,3000.0,3.0,False,12.140833670578713,7.238512196019277,0
Jajpur,2010,Rabi,2000.0,3000.0,1.5,False,6.070416835289357,7.238512196019277,1
Jajpur,2011,Rabi,1000.0,3000.0,3.0,False,12.140833670578713,7.238512196019277,0
Jajpur,2012,Rabi,213000.0,4000.0,0.018779342723004695,False,0.07599895881426424,7.238512196019277,1
Jajpur,2013,Rabi,2000.0,6000.0,3.0,False,12.140833670578713,7.238512196019277,0
Jajpur,2014,Rabi,2000.0,5000.0,2.5,False,10.117361392148927,7.238512196019277,0
Jajpur,2015,Rabi,1000.0,2000.0,2.0,False,8.093889113719142,7.238512196019277,0
Jajpur,2016,Rabi,1140.0,3260.0,2.8596491228070176,False,11.572841452072106,7.238512196019277,0
Jajpur,2017,Rabi,1260.0,3630.0,2.880952380952381,False,11.65905455666686,7.238512196019277,0
Jajpur,2018,Rabi,450.0,600.0,1.3333333333333333,False,5.395926075812761,7.238512196019277,1
Jajpur,2019,Rabi,650.0,860.0,1.323076923076923,False,5.354418952152662,7.238512196019277,1
Jajpur,2020,Rabi,1320.0,2488.0,1.8848484848484848,True,7.627877316262585,7.238512196019277,0
Jajpur,2021,Rabi,1990.0,4116.0,2.0683417085427136,True,8.370464219112561,7.238512196019277,0
Jajpur,2022,Rabi,2660.0,5744.0,2.1593984962406014,True,8.738965990451645,7.238512196019277,0
Jajpur,2023,Rabi,3330.0,7372.0,2.2138138138138137,True,8.95918176371434,7.238512196019277,0
Jajpur,2024,Rabi,4000.0,9000.0,2.25,False,9.105625252934034,7.238512196019277,0
Jajpur,2025,Rabi,4000.0,9000.0,2.25,True,9.105625252934034,7.238512196019277,0
Jharsuguda,2006,Kharif,61000.0,112000.0,1.8360655737704918,False,7.430455579807736,5.0679993184093375,0
Jharsuguda,2007,Kharif,57000.0,100000.0,1.7543859649122806,False,7.0999027313325795,5.0679993184093375,0
Jharsuguda,2008,Kharif,52000.0,97000.0,1.8653846153846154,False,7.549108115680353,5.0679993184093375,0
Jharsuguda,2009,Kharif,48000.0,20000.0,0.4166666666666667,False,1.686226898691488,5.0679993184093375,1
Jharsuguda,2010,Kharif,52000.0,31000.0,0.5961538461538461,False,2.412601562743206,5.0679993184093375,1
Jharsuguda,2011,Kharif,38000.0,45000.0,1.1842105263157894,False,4.792434343649491,5.0679993184093375,1
Jharsuguda,2012,Kharif,37000.0,99000.0,2.675675675675676,False,10.82831111159723,5.0679993184093375,0
Jharsuguda,2013,Kharif,40000.0,51000.0,1.275,False,5.159854309995953,5.0679993184093375,0
Jharsuguda,2014,Kharif,69000.0,98000.0,1.4202898550724639,False,5.747834298148376,5.0679993184093375,0
Jharsuguda,2015,Kharif,46000.0,43000.0,0.9347826086956522,False,3.7830133901078598,5.0679993184093375,1
Jharsuguda,2016,Kharif,46710.0,97180.0,2.080496681652751,False,8.419654721378999,5.0679993184093375,0
Jharsuguda,2017,Kharif,47620.0,75520.0,1.5858882822343554,False,6.418001951575699,5.0679993184093375,0
Jharsuguda,2018,Kharif,40790.0,12690.0,0.3111056631527335,False,1.2590273701041421,5.0679993184093375,1
Jharsuguda,2019,Kharif,51820.0,172090.0,3.320918564260903,False,13.439573307409562,5.0679993184093375,0
